"DBN","School Name","Year","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"24Q081","P.S. 81Q Jean Paul Richter","2018-19","643","46","88","97","98","92","103","119","0","0","0","0","0","0","0","310","48.2%","333","51.8%","34","5.3%","12","1.9%","544","84.6%","4","0.6%","49","7.6%","174","27.1%","171","26.6%","511","79.5%","84.3%"
"24Q087","P.S./I.S. 087 Middle Village","2018-19","617","71","61","65","55","51","54","70","56","55","79","0","0","0","0","296","48%","321","52%","30","4.9%","12","1.9%","341","55.3%","11","1.8%","223","36.1%","136","22%","55","8.9%","345","55.9%","51%"
"24Q088","P.S. 088 Seneca","2018-19","862","36","115","125","128","139","162","157","0","0","0","0","0","0","0","394","45.7%","468","54.3%","68","7.9%","15","1.7%","425","49.3%","15","1.7%","339","39.3%","157","18.2%","133","15.4%","645","74.8%","64.6%"
"24Q089","P.S. 089 Elmhurst","2018-19","1,810","0","250","289","298","322","332","319","0","0","0","0","0","0","0","918","50.7%","892","49.3%","405","22.4%","1","0.1%","1,346","74.4%","18","1%","40","2.2%","267","14.8%","796","44%","1,370","75.7%","79.3%"
"24Q091","P.S. 091 Richard Arkwright","2018-19","737","79","118","115","113","116","99","97","0","0","0","0","0","0","0","362","49.1%","375","50.9%","23","3.1%","15","2%","378","51.3%","4","0.5%","317","43%","135","18.3%","81","11%","477","64.7%","52.9%"
"24Q093","I.S. 093 Ridgewood","2018-19","1,124","0","0","0","0","0","0","0","382","384","358","0","0","0","0","551","49%","573","51%","85","7.6%","28","2.5%","810","72.1%","8","0.7%","193","17.2%","249","22.2%","153","13.6%","1,008","89.7%","74%"
"24Q102","P.S. 102 Bayview","2018-19","1,303","40","126","130","113","131","155","173","148","141","146","0","0","0","0","629","48.3%","674","51.7%","792","60.8%","40","3.1%","415","31.8%","17","1.3%","39","3%","172","13.2%","173","13.3%","1,088","83.5%","66.8%"
"24Q110","P.S. 110","2018-19","894","0","168","178","176","187","131","54","0","0","0","0","0","0","0","451","50.4%","443","49.6%","68","7.6%","3","0.3%","817","91.4%","2","0.2%","4","0.4%","172","19.2%","373","41.7%","818","91.5%","87.5%"
"24Q113","P.S./I.S. 113 Anthony J. Pranzo","2018-19","884","36","88","96","90","85","95","89","105","100","100","0","0","0","0","439","49.7%","445","50.3%","54","6.1%","14","1.6%","366","41.4%","10","1.1%","440","49.8%","134","15.2%","53","6%","410","46.4%","32.7%"
"24Q119","I.S. 119 The Glendale","2018-19","1,275","0","88","111","103","116","120","118","226","219","174","0","0","0","0","649","50.9%","626","49.1%","345","27.1%","25","2%","377","29.6%","27","2.1%","501","39.3%","116","9.1%","32","2.5%","936","73.4%","46.5%"
"24Q125","I.S. 125 Thom J. McCann Woodside","2018-19","1,509","0","0","0","0","0","0","0","374","565","570","0","0","0","0","735","48.7%","774","51.3%","588","39%","29","1.9%","803","53.2%","10","0.7%","79","5.2%","250","16.6%","251","16.6%","1,113","73.8%","77.3%"
"24Q128","P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen","2018-19","952","0","82","78","110","98","100","124","129","132","99","0","0","0","0","478","50.2%","474","49.8%","37","3.9%","6","0.6%","188","19.7%","6","0.6%","715","75.1%","129","13.6%","32","3.4%","254","26.7%","23.3%"
"24Q143","P.S. 143 Louis Armstrong","2018-19","1,346","0","225","191","193","249","239","249","0","0","0","0","0","0","0","665","49.4%","681","50.6%","53","3.9%","12","0.9%","1,261","93.7%","7","0.5%","13","1%","308","22.9%","777","57.7%","1,268","94.2%","88.5%"
"24Q153","P.S. 153 Maspeth Elem","2018-19","1,126","50","130","141","183","157","174","170","121","0","0","0","0","0","0","525","46.6%","601","53.4%","119","10.6%","9","0.8%","510","45.3%","17","1.5%","471","41.8%","203","18%","111","9.9%","724","64.3%","53.5%"
"24Q199","P.S. 199 Maurice A. Fitzgerald","2018-19","801","83","111","94","100","115","122","176","0","0","0","0","0","0","0","379","47.3%","422","52.7%","258","32.2%","16","2%","459","57.3%","16","2%","52","6.5%","142","17.7%","255","31.8%","542","67.7%","73.2%"
"24Q211","Elm Tree Elementary School","2018-19","517","36","168","88","67","62","54","42","0","0","0","0","0","0","0","259","50.1%","258","49.9%","32","6.2%","17","3.3%","453","87.6%","3","0.6%","12","2.3%","115","22.2%","211","40.8%","483","93.4%","84.8%"
"24Q229","P.S. 229 Emanuel Kaplan","2018-19","1,421","36","194","228","237","243","250","233","0","0","0","0","0","0","0","676","47.6%","745","52.4%","520","36.6%","29","2%","583","41%","9","0.6%","280","19.7%","277","19.5%","110","7.7%","991","69.7%","54.1%"
"24Q236","International High School for Health Sciences","2018-19","273","0","0","0","0","0","0","0","0","0","0","49","79","63","82","141","51.6%","132","48.4%","63","23.1%","12","4.4%","177","64.8%","3","1.1%","18","6.6%","9","3.3%","204","74.7%","248","90.8%","96.1%"
"24Q239","P.S. 239","2018-19","539","53","73","73","79","88","86","87","0","0","0","0","0","0","0","256","47.5%","283","52.5%","82","15.2%","11","2%","409","75.9%","2","0.4%","35","6.5%","113","21%","131","24.3%","466","86.5%","82.6%"
"24Q264","Academy of Finance and Enterprise","2018-19","649","0","0","0","0","0","0","0","0","0","0","159","181","160","149","340","52.4%","309","47.6%","163","25.1%","29","4.5%","329","50.7%","27","4.2%","101","15.6%","83","12.8%","37","5.7%","524","80.7%","67.9%"
"24Q267","High School of Applied Communication","2018-19","407","0","0","0","0","0","0","0","0","0","0","122","131","72","82","197","48.4%","210","51.6%","59","14.5%","33","8.1%","251","61.7%","11","2.7%","53","13%","70","17.2%","28","6.9%","304","74.7%","67%"
"24Q290","A.C.E. Academy for Scholars at the Geraldine Ferra","2018-19","588","36","90","92","113","97","84","76","0","0","0","0","0","0","0","288","49%","300","51%","93","15.8%","17","2.9%","287","48.8%","21","3.6%","170","28.9%","60","10.2%","56","9.5%","382","65%","53.1%"
"24Q293","Civic Leadership Academy","2018-19","593","0","0","0","0","0","0","0","0","0","0","202","160","125","106","318","53.6%","275","46.4%","78","13.2%","29","4.9%","409","69%","41","6.9%","36","6.1%","118","19.9%","39","6.6%","451","76.1%","76%"
"24Q296","Pan American International High School","2018-19","423","0","0","0","0","0","0","0","0","0","0","69","88","122","144","189","44.7%","234","55.3%","0","0%","1","0.2%","419","99.1%","2","0.5%","1","0.2%","12","2.8%","356","84.2%","356","84.2%","96.3%"
"24Q299","Bard High School Early College Queens","2018-19","643","0","0","0","0","0","0","0","0","0","0","183","167","153","140","396","61.6%","247","38.4%","230","35.8%","66","10.3%","121","18.8%","18","2.8%","208","32.3%","34","5.3%","1","0.2%","274","42.6%","40.4%"
"24Q305","Learners and Leaders","2018-19","592","32","96","107","121","72","79","85","0","0","0","0","0","0","0","282","47.6%","310","52.4%","46","7.8%","12","2%","452","76.4%","6","1%","76","12.8%","145","24.5%","133","22.5%","500","84.5%","77.4%"
"24Q307","Pioneer Academy","2018-19","899","0","149","163","155","144","147","141","0","0","0","0","0","0","0","448","49.8%","451","50.2%","21","2.3%","8","0.9%","856","95.2%","4","0.4%","10","1.1%","209","23.2%","339","37.7%","854","95%","86.4%"
"24Q311","Corona Arts & Sciences Academy","2018-19","761","0","0","0","0","0","0","0","162","315","284","0","0","0","0","390","51.2%","371","48.8%","10","1.3%","14","1.8%","733","96.3%","2","0.3%","2","0.3%","152","20%","175","23%","737","96.8%","88.6%"
"24Q330","Helen M. Marshall School","2018-19","561","0","82","80","63","67","141","128","0","0","0","0","0","0","0","284","50.6%","277","49.4%","36","6.4%","21","3.7%","497","88.6%","3","0.5%","4","0.7%","118","21%","168","29.9%","523","93.2%","86.5%"
"24Q331","Mosaic Pre-K Center","2018-19","891","891","0","0","0","0","0","0","0","0","0","0","0","0","0","464","52.1%","427","47.9%","182","20.4%","19","2.1%","627","70.4%","9","1%","54","6.1%","66","7.4%","0","0%","637","71.5%","72.6%"
"24Q343","The Children's Lab School","2018-19","423","18","75","73","92","86","79","0","0","0","0","0","0","0","0","207","48.9%","216","51.1%","120","28.4%","0","0%","244","57.7%","6","1.4%","53","12.5%","91","21.5%","124","29.3%","349","82.5%","74.9%"
"24Q455","Newtown High School","2018-19","1,805","0","0","0","0","0","0","0","0","0","0","504","481","372","448","696","38.6%","1,109","61.4%","459","25.4%","144","8%","1,075","59.6%","41","2.3%","86","4.8%","249","13.8%","432","23.9%","1,373","76.1%","78.8%"
"24Q485","Grover Cleveland High School","2018-19","1,715","0","0","0","0","0","0","0","0","0","0","461","490","371","393","751","43.8%","964","56.2%","172","10%","100","5.8%","1,090","63.6%","41","2.4%","312","18.2%","329","19.2%","299","17.4%","1,206","70.3%","74.2%"
"24Q520","Middle College High School at LaGuardia Community","2018-19","508","0","0","0","0","0","0","0","0","0","0","116","119","110","163","270","53.1%","238","46.9%","41","8.1%","13","2.6%","414","81.5%","3","0.6%","37","7.3%","86","16.9%","6","1.2%","354","69.7%","72.5%"
"24Q530","International High School at LaGuardia Community C","2018-19","507","0","0","0","0","0","0","0","0","0","0","127","104","117","159","268","52.9%","239","47.1%","117","23.1%","13","2.6%","327","64.5%","2","0.4%","48","9.5%","9","1.8%","330","65.1%","339","66.9%","86.2%"
"24Q550","High School for Arts and Business","2018-19","784","0","0","0","0","0","0","0","0","0","0","256","199","158","171","415","52.9%","369","47.1%","69","8.8%","59","7.5%","597","76.1%","18","2.3%","41","5.2%","127","16.2%","78","9.9%","536","68.4%","72.6%"
"24Q560","Robert F. Wagner, Jr. Secondary School for Arts an","2018-19","649","0","0","0","0","0","0","0","46","53","59","118","121","132","120","296","45.6%","353","54.4%","148","22.8%","35","5.4%","350","53.9%","13","2%","103","15.9%","108","16.6%","18","2.8%","474","73%","58.1%"
"24Q585","Maspeth High School","2018-19","1,212","0","0","0","0","0","0","0","0","0","0","292","414","259","247","599","49.4%","613","50.6%","211","17.4%","20","1.7%","562","46.4%","84","6.9%","335","27.6%","191","15.8%","36","3%","666","55%","54%"
"24Q600","Queens Technical High School","2018-19","1,522","0","0","0","0","0","0","0","0","0","0","449","537","321","215","587","38.6%","935","61.4%","145","9.5%","77","5.1%","1,215","79.8%","4","0.3%","81","5.3%","273","17.9%","111","7.3%","1,301","85.5%","74.6%"
"24Q610","Aviation Career & Technical Education High School","2018-19","2,088","0","0","0","0","0","0","0","0","0","0","563","459","427","639","416","19.9%","1,672","80.1%","769","36.8%","83","4%","960","46%","83","4%","193","9.2%","293","14%","60","2.9%","1,281","61.4%","65.2%"
"24Q744","VOYAGES Preparatory","2018-19","239","0","0","0","0","0","0","0","0","0","0","239","0","0","0","80","33.5%","159","66.5%","19","7.9%","32","13.4%","173","72.4%","6","2.5%","9","3.8%","23","9.6%","10","4.2%","164","68.6%","67.5%"
"25Q020","P.S. 020 John Bowne","2018-19","1,213","91","165","210","211","164","187","185","0","0","0","0","0","0","0","571","47.1%","642","52.9%","864","71.2%","47","3.9%","258","21.3%","11","0.9%","33","2.7%","154","12.7%","408","33.6%","1,080","89%","79.6%"
"25Q021","P.S. 021 Edward Hart","2018-19","1,346","88","185","196","218","197","236","226","0","0","0","0","0","0","0","661","49.1%","685","50.9%","850","63.2%","13","1%","400","29.7%","15","1.1%","68","5.1%","151","11.2%","334","24.8%","1,024","76.1%","65.2%"
"25Q022","P.S. 022 Thomas Jefferson","2018-19","915","36","145","154","153","148","147","132","0","0","0","0","0","0","0","444","48.5%","471","51.5%","579","63.3%","9","1%","284","31%","16","1.7%","27","3%","101","11%","425","46.4%","818","89.4%","76.7%"
"25Q024","P.S. 024 Andrew Jackson","2018-19","1,046","36","154","152","153","151","197","203","0","0","0","0","0","0","0","481","46%","565","54%","886","84.7%","19","1.8%","113","10.8%","13","1.2%","15","1.4%","120","11.5%","392","37.5%","689","65.9%","68.9%"
"25Q025","I.S. 025 Adrien Block","2018-19","1,053","0","0","0","0","0","0","0","347","357","349","0","0","0","0","476","45.2%","577","54.8%","585","55.6%","20","1.9%","243","23.1%","17","1.6%","188","17.9%","157","14.9%","126","12%","577","54.8%","48.3%"
"25Q029","P.S. 029 Queens","2018-19","703","36","106","115","102","114","116","114","0","0","0","0","0","0","0","337","47.9%","366","52.1%","181","25.7%","10","1.4%","442","62.9%","3","0.4%","67","9.5%","123","17.5%","196","27.9%","578","82.2%","69.7%"
"25Q032","P.S. 032 State Street","2018-19","994","35","173","159","174","154","164","135","0","0","0","0","0","0","0","509","51.2%","485","48.8%","694","69.8%","7","0.7%","174","17.5%","28","2.8%","91","9.2%","112","11.3%","141","14.2%","640","64.4%","53.5%"
"25Q079","P.S. 079 Francis Lewis","2018-19","1,088","36","145","171","176","179","191","190","0","0","0","0","0","0","0","528","48.5%","560","51.5%","587","54%","5","0.5%","219","20.1%","13","1.2%","264","24.3%","132","12.1%","132","12.1%","541","49.7%","38.3%"
"25Q107","P.S. 107 Thomas A Dooley","2018-19","938","68","150","151","136","134","137","162","0","0","0","0","0","0","0","451","48.1%","487","51.9%","503","53.6%","16","1.7%","314","33.5%","10","1.1%","95","10.1%","139","14.8%","224","23.9%","701","74.7%","57.9%"
"25Q120","P.S. 120 Queens","2018-19","976","54","150","167","143","131","168","163","0","0","0","0","0","0","0","491","50.3%","485","49.7%","815","83.5%","4","0.4%","141","14.4%","7","0.7%","9","0.9%","119","12.2%","376","38.5%","693","71%","74.5%"
"25Q129","P.S. 129 Patricia Larkin","2018-19","1,079","0","173","189","169","175","186","187","0","0","0","0","0","0","0","519","48.1%","560","51.9%","370","34.3%","17","1.6%","554","51.3%","13","1.2%","125","11.6%","152","14.1%","236","21.9%","817","75.7%","61.9%"
"25Q130","P.S. 130","2018-19","407","18","51","68","78","72","65","55","0","0","0","0","0","0","0","189","46.4%","218","53.6%","218","53.6%","13","3.2%","80","19.7%","11","2.7%","85","20.9%","73","17.9%","54","13.3%","175","43%","39.1%"
"25Q154","P.S. 154 Queens","2018-19","664","33","107","99","94","113","111","107","0","0","0","0","0","0","0","308","46.4%","356","53.6%","332","50%","62","9.3%","172","25.9%","22","3.3%","76","11.4%","121","18.2%","105","15.8%","520","78.3%","67.3%"
"25Q163","P.S. 163 Flushing Heights","2018-19","813","71","124","141","126","123","109","119","0","0","0","0","0","0","0","373","45.9%","440","54.1%","661","81.3%","8","1%","124","15.3%","11","1.4%","9","1.1%","110","13.5%","320","39.4%","650","80%","67.3%"
"25Q164","P.S. 164 Queens Valley","2018-19","678","35","70","58","64","66","66","65","90","86","78","0","0","0","0","339","50%","339","50%","216","31.9%","33","4.9%","177","26.1%","10","1.5%","242","35.7%","116","17.1%","90","13.3%","497","73.3%","55.8%"
"25Q165","P.S. 165 Edith K. Bergtraum","2018-19","714","46","117","117","116","110","101","107","0","0","0","0","0","0","0","346","48.5%","368","51.5%","379","53.1%","84","11.8%","142","19.9%","14","2%","95","13.3%","174","24.4%","83","11.6%","484","67.8%","60.8%"
"25Q169","P.S. 169 Bay Terrace","2018-19","434","36","81","56","55","65","62","79","0","0","0","0","0","0","0","227","52.3%","207","47.7%","150","34.6%","19","4.4%","113","26%","14","3.2%","138","31.8%","64","14.7%","31","7.1%","150","34.6%","29.4%"
"25Q184","P.S. 184 Flushing Manor","2018-19","518","35","74","81","90","76","79","83","0","0","0","0","0","0","0","259","50%","259","50%","233","45%","1","0.2%","70","13.5%","10","1.9%","204","39.4%","87","16.8%","60","11.6%","243","46.9%","36.4%"
"25Q185","J.H.S. 185 Edward Bleeker","2018-19","1,506","0","0","0","0","0","0","0","515","497","494","0","0","0","0","717","47.6%","789","52.4%","872","57.9%","27","1.8%","447","29.7%","11","0.7%","149","9.9%","216","14.3%","204","13.5%","1,111","73.8%","62%"
"25Q189","J.H.S. 189 Daniel Carter Beard","2018-19","775","0","0","0","0","0","0","0","255","264","256","0","0","0","0","376","48.5%","399","51.5%","499","64.4%","23","3%","229","29.5%","6","0.8%","18","2.3%","140","18.1%","210","27.1%","592","76.4%","78.6%"
"25Q193","P.S. 193 Alfred J. Kennedy","2018-19","559","49","78","107","89","69","72","95","0","0","0","0","0","0","0","270","48.3%","289","51.7%","107","19.1%","5","0.9%","111","19.9%","9","1.6%","327","58.5%","85","15.2%","35","6.3%","183","32.7%","25.3%"
"25Q194","J.H.S. 194 William Carr","2018-19","1,280","0","0","0","0","0","0","0","442","424","414","0","0","0","0","583","45.5%","697","54.5%","546","42.7%","18","1.4%","358","28%","21","1.6%","337","26.3%","184","14.4%","114","8.9%","696","54.4%","45.7%"
"25Q200","P.S./M.S. 200 - The Magnet School of Global Studie","2018-19","541","48","52","48","52","48","60","48","61","60","64","0","0","0","0","262","48.4%","279","51.6%","75","13.9%","108","20%","272","50.3%","15","2.8%","71","13.1%","98","18.1%","23","4.3%","390","72.1%","50.3%"
"25Q201","P.S. 201 The Discovery School for Inquiry and Rese","2018-19","474","38","70","72","73","85","67","69","0","0","0","0","0","0","0","220","46.4%","254","53.6%","78","16.5%","182","38.4%","188","39.7%","13","2.7%","13","2.7%","112","23.6%","41","8.6%","338","71.3%","75.3%"
"25Q209","P.S. 209 Clearview Gardens","2018-19","557","17","89","108","105","73","81","84","0","0","0","0","0","0","0","295","53%","262","47%","271","48.7%","4","0.7%","97","17.4%","10","1.8%","175","31.4%","77","13.8%","43","7.7%","215","38.6%","28.8%"
"25Q214","P.S. 214 Cadwallader Colden","2018-19","443","35","46","51","47","59","95","110","0","0","0","0","0","0","0","225","50.8%","218","49.2%","287","64.8%","31","7%","107","24.2%","10","2.3%","8","1.8%","58","13.1%","87","19.6%","341","77%","70.2%"
"25Q219","P.S. 219 Paul Klapper","2018-19","625","40","49","45","63","59","61","59","76","93","80","0","0","0","0","293","46.9%","332","53.1%","309","49.4%","43","6.9%","183","29.3%","6","1%","84","13.4%","190","30.4%","98","15.7%","446","71.4%","57.7%"
"25Q237","I.S. 237","2018-19","1,377","0","0","0","0","0","0","0","436","434","507","0","0","0","0","624","45.3%","753","54.7%","1,073","77.9%","69","5%","206","15%","11","0.8%","18","1.3%","172","12.5%","286","20.8%","1,094","79.4%","70.3%"
"25Q240","Veritas Academy","2018-19","567","0","0","0","0","0","0","0","0","0","0","146","159","133","129","298","52.6%","269","47.4%","76","13.4%","71","12.5%","346","61%","21","3.7%","53","9.3%","103","18.2%","45","7.9%","390","68.8%","68.3%"
"25Q241","Queens High School for Language Studies","2018-19","424","0","0","0","0","0","0","0","0","0","0","114","110","108","92","236","55.7%","188","44.3%","252","59.4%","25","5.9%","119","28.1%","16","3.8%","12","2.8%","25","5.9%","96","22.6%","327","77.1%","76.1%"
"25Q242","P.S. 242 Leonard P. Stavisky Early Childhood Schoo","2018-19","397","35","117","97","82","66","0","0","0","0","0","0","0","0","0","188","47.4%","209","52.6%","305","76.8%","15","3.8%","58","14.6%","5","1.3%","14","3.5%","57","14.4%","129","32.5%","263","66.2%","59.4%"
"25Q244","The Active Learning Elementary School","2018-19","459","36","128","124","94","77","0","0","0","0","0","0","0","0","0","220","47.9%","239","52.1%","402","87.6%","5","1.1%","34","7.4%","9","2%","9","2%","47","10.2%","248","54%","365","79.5%","66.2%"
"25Q250","I.S. 250 The Robert F. Kennedy Community Middle Sc","2018-19","367","0","0","0","0","0","0","0","108","126","133","0","0","0","0","178","48.5%","189","51.5%","114","31.1%","90","24.5%","118","32.2%","18","4.9%","27","7.4%","73","19.9%","55","15%","317","86.4%","73.6%"
"25Q252","Queens School of Inquiry, The","2018-19","588","0","0","0","0","0","0","0","83","82","88","92","82","83","78","306","52%","282","48%","238","40.5%","89","15.1%","138","23.5%","19","3.2%","104","17.7%","94","16%","25","4.3%","318","54.1%","53.8%"
"25Q263","Flushing International High School","2018-19","426","0","0","0","0","0","0","0","0","0","0","121","110","102","93","192","45.1%","234","54.9%","191","44.8%","8","1.9%","207","48.6%","2","0.5%","18","4.2%","10","2.3%","370","86.9%","391","91.8%","96.9%"
"25Q281","East-West School of International Studies","2018-19","649","0","0","0","0","0","0","0","106","92","99","95","96","88","73","308","47.5%","341","52.5%","448","69%","43","6.6%","114","17.6%","13","2%","31","4.8%","90","13.9%","45","6.9%","534","82.3%","65.8%"
"25Q285","World Journalism Preparatory: A College Board Scho","2018-19","582","0","0","0","0","0","0","0","88","91","78","96","85","74","70","340","58.4%","242","41.6%","97","16.7%","22","3.8%","221","38%","18","3.1%","224","38.5%","104","17.9%","11","1.9%","349","60%","44.5%"
"25Q294","BELL Academy","2018-19","363","0","0","0","0","0","0","0","134","135","94","0","0","0","0","176","48.5%","187","51.5%","133","36.6%","14","3.9%","95","26.2%","8","2.2%","113","31.1%","75","20.7%","7","1.9%","150","41.3%","36.6%"
"25Q379","College Point Collaborative","2018-19","154","0","0","0","0","0","0","0","154","0","0","0","0","0","0","75","48.7%","79","51.3%","25","16.2%","1","0.6%","105","68.2%","4","2.6%","19","12.3%","27","17.5%","20","13%","119","77.3%","64%"
"25Q409","District 25 PRE-K Center","2018-19","196","196","0","0","0","0","0","0","0","0","0","0","0","0","0","88","44.9%","108","55.1%","80","40.8%","0","0%","95","48.5%","3","1.5%","18","9.2%","11","5.6%","0","0%","125","63.8%","60.7%"
"25Q425","John Bowne High School","2018-19","3,522","0","0","0","0","0","0","0","0","0","0","1,133","871","806","712","1,782","50.6%","1,740","49.4%","1,043","29.6%","670","19%","1,528","43.4%","87","2.5%","194","5.5%","522","14.8%","622","17.7%","2,518","71.5%","73.7%"
"25Q460","Flushing High School","2018-19","1,595","0","0","0","0","0","0","0","0","0","0","606","386","342","261","765","48%","830","52%","253","15.9%","307","19.2%","942","59.1%","43","2.7%","50","3.1%","200","12.5%","331","20.8%","1,242","77.9%","77%"
"25Q499","The Queens College School for Math, Science and Te","2018-19","535","18","48","53","58","61","62","62","64","57","52","0","0","0","0","277","51.8%","258","48.2%","286","53.5%","104","19.4%","80","15%","27","5%","38","7.1%","48","9%","20","3.7%","243","45.4%","39.7%"
"25Q525","Townsend Harris High School","2018-19","1,182","0","0","0","0","0","0","0","0","0","0","307","293","295","287","800","67.7%","382","32.3%","660","55.8%","60","5.1%","146","12.4%","87","7.4%","229","19.4%","52","4.4%","1","0.1%","552","46.7%","37.2%"
"25Q540","Queens Academy High School","2018-19","357","0","0","0","0","0","0","0","0","0","0","0","149","95","113","145","40.6%","212","59.4%","42","11.8%","80","22.4%","199","55.7%","6","1.7%","30","8.4%","73","20.4%","27","7.6%","248","69.5%","67.7%"
"25Q670","Robert F. Kennedy Community High School","2018-19","702","0","0","0","0","0","0","0","0","0","0","199","161","163","179","308","43.9%","394","56.1%","250","35.6%","88","12.5%","248","35.3%","19","2.7%","97","13.8%","125","17.8%","56","8%","566","80.6%","69.6%"
"25Q792","North Queens Community High School","2018-19","189","0","0","0","0","0","0","0","0","0","0","45","67","59","18","86","45.5%","103","54.5%","23","12.2%","85","45%","62","32.8%","3","1.6%","16","8.5%","36","19%","8","4.2%","141","74.6%","67.2%"
"26Q018","P.S. 018 Winchester","2018-19","590","36","78","79","64","90","98","145","0","0","0","0","0","0","0","285","48.3%","305","51.7%","364","61.7%","77","13.1%","85","14.4%","11","1.9%","53","9%","89","15.1%","64","10.8%","346","58.6%","44.6%"
"26Q026","P.S. 026 Rufus King","2018-19","715","30","113","126","115","108","110","113","0","0","0","0","0","0","0","380","53.1%","335","46.9%","438","61.3%","69","9.7%","108","15.1%","18","2.5%","82","11.5%","129","18%","99","13.8%","472","66%","54.7%"
"26Q031","P.S. 031 Bayside","2018-19","539","33","71","73","100","85","96","81","0","0","0","0","0","0","0","244","45.3%","295","54.7%","301","55.8%","42","7.8%","109","20.2%","12","2.2%","75","13.9%","97","18%","60","11.1%","313","58.1%","43.8%"
"26Q041","P.S. 041 Crocheron","2018-19","464","0","76","90","68","77","79","74","0","0","0","0","0","0","0","241","51.9%","223","48.1%","245","52.8%","6","1.3%","90","19.4%","13","2.8%","110","23.7%","84","18.1%","35","7.5%","175","37.7%","31%"
"26Q046","P.S. 046 Alley Pond","2018-19","559","36","78","93","69","87","97","99","0","0","0","0","0","0","0","266","47.6%","293","52.4%","354","63.3%","27","4.8%","81","14.5%","21","3.8%","76","13.6%","131","23.4%","69","12.3%","260","46.5%","38.7%"
"26Q067","J.H.S. 067 Louis Pasteur","2018-19","951","0","0","0","0","0","0","0","363","312","276","0","0","0","0","475","49.9%","476","50.1%","589","61.9%","34","3.6%","124","13%","18","1.9%","186","19.6%","89","9.4%","38","4%","405","42.6%","29.7%"
"26Q074","J.H.S. 074 Nathaniel Hawthorne","2018-19","1,158","0","0","0","0","0","0","0","413","368","377","0","0","0","0","540","46.6%","618","53.4%","769","66.4%","40","3.5%","131","11.3%","24","2.1%","194","16.8%","176","15.2%","74","6.4%","535","46.2%","37%"
"26Q094","P.S. 094 David D. Porter","2018-19","310","0","49","44","45","60","58","54","0","0","0","0","0","0","0","156","50.3%","154","49.7%","184","59.4%","10","3.2%","50","16.1%","10","3.2%","56","18.1%","45","14.5%","33","10.6%","139","44.8%","36.1%"
"26Q098","P.S. 098 The Douglaston School","2018-19","281","18","47","50","41","47","39","39","0","0","0","0","0","0","0","129","45.9%","152","54.1%","79","28.1%","13","4.6%","41","14.6%","17","6%","131","46.6%","52","18.5%","7","2.5%","57","20.3%","20%"
"26Q115","The James J. Ambrose School","2018-19","778","54","112","130","126","125","117","114","0","0","0","0","0","0","0","373","47.9%","405","52.1%","547","70.3%","43","5.5%","97","12.5%","37","4.8%","54","6.9%","83","10.7%","47","6%","295","37.9%","35.1%"
"26Q133","P.S. 133 Queens","2018-19","584","47","83","98","96","96","95","69","0","0","0","0","0","0","0","301","51.5%","283","48.5%","373","63.9%","36","6.2%","98","16.8%","21","3.6%","56","9.6%","91","15.6%","42","7.2%","336","57.5%","41.4%"
"26Q158","M.S. 158 Marie Curie","2018-19","1,078","0","0","0","0","0","0","0","362","351","365","0","0","0","0","512","47.5%","566","52.5%","686","63.6%","45","4.2%","163","15.1%","26","2.4%","158","14.7%","138","12.8%","72","6.7%","593","55%","40.3%"
"26Q159","P.S. 159","2018-19","662","44","97","98","99","112","100","112","0","0","0","0","0","0","0","335","50.6%","327","49.4%","409","61.8%","6","0.9%","94","14.2%","12","1.8%","141","21.3%","96","14.5%","117","17.7%","309","46.7%","38.8%"
"26Q162","P.S. 162 John Golden","2018-19","661","18","93","100","110","95","127","118","0","0","0","0","0","0","0","325","49.2%","336","50.8%","476","72%","11","1.7%","71","10.7%","17","2.6%","86","13%","96","14.5%","131","19.8%","398","60.2%","43.8%"
"26Q172","Irwin Altman Middle School 172","2018-19","979","0","0","0","0","0","0","0","332","316","331","0","0","0","0","471","48.1%","508","51.9%","611","62.4%","81","8.3%","158","16.1%","26","2.7%","103","10.5%","171","17.5%","59","6%","587","60%","44.8%"
"26Q173","P.S. 173 Fresh Meadows","2018-19","964","36","155","141","151","171","155","155","0","0","0","0","0","0","0","451","46.8%","513","53.2%","570","59.1%","16","1.7%","111","11.5%","21","2.2%","246","25.5%","145","15%","106","11%","528","54.8%","45.2%"
"26Q178","P.S./ IS 178 Holliswood","2018-19","548","34","50","65","60","50","60","58","63","57","51","0","0","0","0","278","50.7%","270","49.3%","65","11.9%","39","7.1%","52","9.5%","13","2.4%","379","69.2%","82","15%","37","6.8%","202","36.9%","32.2%"
"26Q186","P.S. 186 Castlewood","2018-19","376","29","63","55","54","55","52","68","0","0","0","0","0","0","0","155","41.2%","221","58.8%","132","35.1%","50","13.3%","68","18.1%","13","3.5%","113","30.1%","112","29.8%","4","1.1%","132","35.1%","32.5%"
